states,year,week,label,m1,m1flag,m2,m2flag,m3,m3flag,m4,m4flag,location1,location2,sortorder,geocode
CALIFORNIA,2022,1,Anthrax,,-,0.0,-,,-,,-,CALIFORNIA,,20220100059,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Arboviral diseases, Chikungunya virus disease",,-,1.0,-,,-,,-,CALIFORNIA,,20220100129,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",,-,0.0,-,,-,,-,CALIFORNIA,,20220100199,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",,-,0.0,-,,-,,-,CALIFORNIA,,20220100269,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Arboviral diseases, La Crosse  virus disease",,-,0.0,-,,-,,-,CALIFORNIA,,20220100339,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Arboviral diseases, Powassan virus disease",,-,0.0,-,,-,,-,CALIFORNIA,,20220100409,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Arboviral diseases, St. Louis encephalitis virus disease",,-,1.0,-,,-,,-,CALIFORNIA,,20220100479,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Arboviral diseases, West Nile virus disease",,-,15.0,-,,-,,-,CALIFORNIA,,20220100549,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Arboviral diseases, Western equine encephalitis virus disease",,-,0.0,-,,-,,-,CALIFORNIA,,20220100619,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Babesiosis,,-,1.0,-,,-,,-,CALIFORNIA,,20220100689,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Botulism, Foodborne",,-,0.0,-,,-,,-,CALIFORNIA,,20220100759,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Botulism, Infant",,-,6.0,-,,-,1.0,-,CALIFORNIA,,20220100829,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Botulism, Other (wound & unspecified)",,-,2.0,-,,-,,-,CALIFORNIA,,20220100899,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Brucellosis,,-,2.0,-,,-,1.0,-,CALIFORNIA,,20220100969,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Campylobacteriosis,47.0,-,249.0,-,47.0,-,50.0,-,CALIFORNIA,,20220101039,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Candida auris, clinical",,-,0.0,-,,-,,-,CALIFORNIA,,20220101109,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Carbapenemase-producing carbapenem-resistant Enterobacteriaceae,,-,16.0,-,,-,1.0,-,CALIFORNIA,,20220101179,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Chancroid,,-,1.0,-,,-,,-,CALIFORNIA,,20220101249,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Chlamydia trachomatis infection,235.0,-,,NC,235.0,-,3455.0,-,CALIFORNIA,,20220101319,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Cholera,,-,1.0,-,,-,,-,CALIFORNIA,,20220101389,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Coccidioidomycosis,10.0,-,212.0,-,10.0,-,61.0,-,CALIFORNIA,,20220101459,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Cryptosporidiosis,2.0,-,20.0,-,2.0,-,1.0,-,CALIFORNIA,,20220101529,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Cyclosporiasis,,-,10.0,-,,-,,-,CALIFORNIA,,20220101599,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Dengue virus infections, Dengue",,-,4.0,-,,-,2.0,-,CALIFORNIA,,20220101669,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Dengue virus infections, Dengue-like illness",,-,0.0,-,,-,,-,CALIFORNIA,,20220101739,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Dengue virus infections, Severe dengue",,-,0.0,-,,-,,-,CALIFORNIA,,20220101809,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",,-,3.0,-,,-,,-,CALIFORNIA,,20220101879,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",,-,0.0,-,,-,,-,CALIFORNIA,,20220101949,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",,-,0.0,-,,-,,-,CALIFORNIA,,20220102019,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",,-,0.0,-,,-,,-,CALIFORNIA,,20220102089,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Giardiasis,,-,51.0,-,,-,3.0,-,CALIFORNIA,,20220102159,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Gonorrhea,158.0,-,1933.0,-,158.0,-,1716.0,-,CALIFORNIA,,20220102229,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",,-,0.0,-,,-,,-,CALIFORNIA,,20220102299,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",,-,0.0,-,,-,,-,CALIFORNIA,,20220102369,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",,-,0.0,-,,-,,-,CALIFORNIA,,20220102439,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",,-,2.0,-,,-,,-,CALIFORNIA,,20220102509,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Haemophilus influenzae, invasive disease, All ages, all serotypes",,-,2.0,-,,-,,-,CALIFORNIA,,20220102579,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Hansen's disease,,-,1.0,-,,-,,-,CALIFORNIA,,20220102649,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Hantavirus infection, non-hantavirus pulmonary syndrome",,-,0.0,-,,-,,-,CALIFORNIA,,20220102719,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Hantavirus pulmonary syndrome,,-,0.0,-,,-,,-,CALIFORNIA,,20220102789,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Hemolytic uremic syndrome post-diarrheal,,-,10.0,-,,-,1.0,-,CALIFORNIA,,20220102859,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Hepatitis B, perinatal infection",,-,1.0,-,,-,,-,CALIFORNIA,,20220102929,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Hepatitis C, acute, Confirmed",,-,4.0,-,,-,1.0,-,CALIFORNIA,,20220102999,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Hepatitis C, acute, Probable",,-,4.0,-,,-,,-,CALIFORNIA,,20220103069,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Hepatitis C, perinatal infection",,-,2.0,-,,-,,-,CALIFORNIA,,20220103139,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Hepatitis, A, acute",,-,4.0,-,,-,,-,CALIFORNIA,,20220103209,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Hepatitis, B, acute",,-,3.0,-,,-,,-,CALIFORNIA,,20220103279,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Influenza-associated pediatric mortality,,-,0.0,-,,-,,-,CALIFORNIA,,20220103349,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Invasive pneumococcal disease, age <5 years, Confirmed",,N,,NC,,N,,N,CALIFORNIA,,20220103419,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Invasive pneumococcal disease, age <5 years, Probable",,N,,NC,,N,,N,CALIFORNIA,,20220103489,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Invasive pneumococcal disease, all ages, Confirmed",,N,,NC,,N,,N,CALIFORNIA,,20220103559,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Invasive pneumococcal disease, all ages, Probable",,N,,NC,,N,,N,CALIFORNIA,,20220103629,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Legionellosis,,-,14.0,-,,-,1.0,-,CALIFORNIA,,20220103699,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Leptospirosis,,-,1.0,-,,-,,-,CALIFORNIA,,20220103769,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Listeriosis, Confirmed",,-,5.0,-,,-,,-,CALIFORNIA,,20220103839,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Listeriosis, Probable",,-,0.0,-,,-,,-,CALIFORNIA,,20220103909,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Malaria,,-,5.0,-,,-,,-,CALIFORNIA,,20220103979,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Measles, Imported",,-,0.0,-,,-,,-,CALIFORNIA,,20220104049,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Measles, Indigenous",,-,0.0,-,,-,,-,CALIFORNIA,,20220104119,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Meningococcal disease, All serogroups",,-,1.0,-,,-,1.0,-,CALIFORNIA,,20220104189,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Meningococcal disease, Other serogroups",,-,0.0,-,,-,,-,CALIFORNIA,,20220104259,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Meningococcal disease, Serogroup B",,-,0.0,-,,-,,-,CALIFORNIA,,20220104329,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Meningococcal disease, Serogroups ACWY",,-,0.0,-,,-,,-,CALIFORNIA,,20220104399,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Meningococcal disease, Unknown serogroup",,-,1.0,-,,-,1.0,-,CALIFORNIA,,20220104469,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Mumps,,-,3.0,-,,-,,-,CALIFORNIA,,20220104539,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Novel Influenza A virus infections,,-,0.0,-,,-,,-,CALIFORNIA,,20220104609,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Pertussis,,-,6.0,-,,-,1.0,-,CALIFORNIA,,20220104679,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Plague,,-,0.0,-,,-,,-,CALIFORNIA,,20220104749,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Poliomyelitis, paralytic",,-,0.0,-,,-,,-,CALIFORNIA,,20220104819,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Poliovirus infection, nonparalytic",,-,0.0,-,,-,,-,CALIFORNIA,,20220104889,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Psittacosis,,-,0.0,-,,-,,-,CALIFORNIA,,20220104959,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Q fever, Acute",,-,4.0,-,,-,,-,CALIFORNIA,,20220105029,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Q fever, Chronic",,-,0.0,-,,-,,-,CALIFORNIA,,20220105099,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Q fever, Total",,-,4.0,-,,-,,-,CALIFORNIA,,20220105169,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Rabies, Animal",,-,11.0,-,,-,,-,CALIFORNIA,,20220105239,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Rabies, Human",,-,0.0,-,,-,,-,CALIFORNIA,,20220105309,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Rubella,,-,0.0,-,,-,,-,CALIFORNIA,,20220105379,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Rubella, congenital syndrome",,-,0.0,-,,-,,-,CALIFORNIA,,20220105449,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Salmonella Paratyphi infection,,-,2.0,-,,-,,-,CALIFORNIA,,20220105519,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Salmonella Typhi infection,,-,4.0,-,,-,,-,CALIFORNIA,,20220105589,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),1.0,-,102.0,-,1.0,-,4.0,-,CALIFORNIA,,20220105659,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Severe acute respiratory syndrome-associated coronavirus disease,,-,0.0,-,,-,,-,CALIFORNIA,,20220105729,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Shiga toxin-producing Escherichia coli (STEC),,-,57.0,-,,-,4.0,-,CALIFORNIA,,20220105799,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Shigellosis,1.0,-,73.0,-,1.0,-,16.0,-,CALIFORNIA,,20220105869,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Smallpox,,-,0.0,-,,-,,-,CALIFORNIA,,20220105939,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Streptococcal toxic shock syndrome,,N,,NC,,N,,N,CALIFORNIA,,20220106009,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Syphilis, Congenital",,-,14.0,-,,-,6.0,-,CALIFORNIA,,20220106079,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Syphilis, Primary and secondary",3.0,-,205.0,-,3.0,-,148.0,-,CALIFORNIA,,20220106149,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Tetanus,,-,1.0,-,,-,,-,CALIFORNIA,,20220106219,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Toxic shock syndrome (other than Streptococcal),,-,0.0,-,,-,,-,CALIFORNIA,,20220106289,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Trichinellosis,,-,0.0,-,,-,,-,CALIFORNIA,,20220106359,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Tuberculosis,,-,56.0,-,,-,24.0,-,CALIFORNIA,,20220106429,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Tularemia,,-,2.0,-,,-,,-,CALIFORNIA,,20220106499,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Vancomycin-intermediate Staphylococcus aureus,,N,,NC,,N,,N,CALIFORNIA,,20220106569,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Vancomycin-resistant Staphylococcus aureus,,N,,NC,,N,,N,CALIFORNIA,,20220106639,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Varicella morbidity,,-,2.0,-,,-,,-,CALIFORNIA,,20220106709,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Vibriosis (any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Confirmed",,-,17.0,-,,-,,-,CALIFORNIA,,20220106779,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Vibriosis (any species of the family Vibrionaceae, other than toxigenic Vibrio cholerae O1 or O139), Probable",,-,8.0,-,,-,,-,CALIFORNIA,,20220106849,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Viral hemorrhagic fevers, Chapare virus",,-,0.0,-,,-,,-,CALIFORNIA,,20220106919,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",,-,,NC,,-,,-,CALIFORNIA,,20220106989,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Viral hemorrhagic fevers, Ebola virus",,-,,NC,,-,,-,CALIFORNIA,,20220107059,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Viral hemorrhagic fevers, Guanarito virus",,-,,NC,,-,,-,CALIFORNIA,,20220107129,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Viral hemorrhagic fevers, Junin virus",,-,,NC,,-,,-,CALIFORNIA,,20220107199,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Viral hemorrhagic fevers, Lassa virus",,-,,NC,,-,,-,CALIFORNIA,,20220107269,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Viral hemorrhagic fevers, Lujo virus",,-,,NC,,-,,-,CALIFORNIA,,20220107339,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Viral hemorrhagic fevers, Machupo virus",,-,,NC,,-,,-,CALIFORNIA,,20220107409,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Viral hemorrhagic fevers, Marburg virus",,-,,NC,,-,,-,CALIFORNIA,,20220107479,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Viral hemorrhagic fevers, Sabia virus",,-,,NC,,-,,-,CALIFORNIA,,20220107549,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,Yellow fever,,-,0.0,-,,-,,-,CALIFORNIA,,20220107619,POINT (-119.662127 37.211164)
CALIFORNIA,2022,1,"Zika virus disease, non-congenital",,-,1.0,-,,-,,-,CALIFORNIA,,20220107689,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Anthrax,,-,0.0,-,,-,,-,CALIFORNIA,,20220200059,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Arboviral diseases, Chikungunya virus disease",,-,1.0,-,,-,1.0,-,CALIFORNIA,,20220200129,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Arboviral diseases, Eastern equine encephalitis virus disease",,-,0.0,-,,-,,-,CALIFORNIA,,20220200199,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Arboviral diseases, Jamestown Canyon  virus disease",,-,0.0,-,,-,,-,CALIFORNIA,,20220200269,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Arboviral diseases, La Crosse  virus disease",,-,0.0,-,,-,,-,CALIFORNIA,,20220200339,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Arboviral diseases, Powassan virus disease",,-,0.0,-,,-,,-,CALIFORNIA,,20220200409,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Arboviral diseases, St. Louis encephalitis virus disease",,-,1.0,-,,-,,-,CALIFORNIA,,20220200479,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Arboviral diseases, West Nile virus disease",,-,16.0,-,,-,,-,CALIFORNIA,,20220200549,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Arboviral diseases, Western equine encephalitis virus disease",,-,0.0,-,,-,,-,CALIFORNIA,,20220200619,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Babesiosis,,-,1.0,-,,-,,-,CALIFORNIA,,20220200689,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Botulism, Foodborne",,-,0.0,-,,-,,-,CALIFORNIA,,20220200759,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Botulism, Infant",,-,6.0,-,,-,3.0,-,CALIFORNIA,,20220200829,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Botulism, Other (wound & unspecified)",,-,2.0,-,,-,,-,CALIFORNIA,,20220200899,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Brucellosis,,-,2.0,-,,-,1.0,-,CALIFORNIA,,20220200969,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Campylobacteriosis,30.0,-,249.0,-,83.0,-,135.0,-,CALIFORNIA,,20220201039,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Candida auris, clinical",,-,0.0,-,,-,,-,CALIFORNIA,,20220201109,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Carbapenemase-producing carbapenem-resistant Enterobacteriaceae,,-,16.0,-,3.0,-,4.0,-,CALIFORNIA,,20220201179,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Chancroid,,-,1.0,-,,-,,-,CALIFORNIA,,20220201249,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Chlamydia trachomatis infection,,-,,NC,2283.0,-,7091.0,-,CALIFORNIA,,20220201319,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Cholera,,-,1.0,-,,-,,-,CALIFORNIA,,20220201389,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Coccidioidomycosis,8.0,-,206.0,-,20.0,-,273.0,-,CALIFORNIA,,20220201459,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Cryptosporidiosis,4.0,-,20.0,-,6.0,-,4.0,-,CALIFORNIA,,20220201529,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Cyclosporiasis,,-,10.0,-,,-,,-,CALIFORNIA,,20220201599,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Dengue virus infections, Dengue",,-,4.0,-,,-,1.0,-,CALIFORNIA,,20220201669,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Dengue virus infections, Dengue-like illness",,-,0.0,-,,-,,-,CALIFORNIA,,20220201739,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Dengue virus infections, Severe dengue",,-,0.0,-,,-,,-,CALIFORNIA,,20220201809,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",,-,3.0,-,,-,,-,CALIFORNIA,,20220201879,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",,-,0.0,-,,-,,-,CALIFORNIA,,20220201949,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",,-,0.0,-,,-,,-,CALIFORNIA,,20220202019,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",,-,0.0,-,,-,,-,CALIFORNIA,,20220202089,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Giardiasis,5.0,-,51.0,-,6.0,-,18.0,-,CALIFORNIA,,20220202159,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Gonorrhea,,-,1945.0,-,1042.0,-,3476.0,-,CALIFORNIA,,20220202229,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",,-,0.0,-,,-,,-,CALIFORNIA,,20220202299,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",,-,0.0,-,,-,,-,CALIFORNIA,,20220202369,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",,-,0.0,-,,-,,-,CALIFORNIA,,20220202439,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",,-,2.0,-,1.0,-,1.0,-,CALIFORNIA,,20220202509,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Haemophilus influenzae, invasive disease, All ages, all serotypes",,-,2.0,-,2.0,-,1.0,-,CALIFORNIA,,20220202579,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Hansen's disease,,-,1.0,-,,-,,-,CALIFORNIA,,20220202649,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Hantavirus infection, non-hantavirus pulmonary syndrome",,-,0.0,-,,-,,-,CALIFORNIA,,20220202719,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Hantavirus pulmonary syndrome,,-,0.0,-,,-,,-,CALIFORNIA,,20220202789,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Hemolytic uremic syndrome post-diarrheal,,-,10.0,-,1.0,-,1.0,-,CALIFORNIA,,20220202859,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Hepatitis B, perinatal infection",,-,1.0,-,,-,1.0,-,CALIFORNIA,,20220202929,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Hepatitis C, acute, Confirmed",,-,4.0,-,7.0,-,2.0,-,CALIFORNIA,,20220202999,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Hepatitis C, acute, Probable",,-,5.0,-,1.0,-,,-,CALIFORNIA,,20220203069,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Hepatitis C, perinatal infection",,-,2.0,-,,-,,-,CALIFORNIA,,20220203139,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Hepatitis, A, acute",,-,5.0,-,,-,1.0,-,CALIFORNIA,,20220203209,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Hepatitis, B, acute",,-,3.0,-,1.0,-,1.0,-,CALIFORNIA,,20220203279,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Influenza-associated pediatric mortality,,-,0.0,-,,-,,-,CALIFORNIA,,20220203349,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Invasive pneumococcal disease, age <5 years, Confirmed",,N,,NC,,N,,N,CALIFORNIA,,20220203419,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Invasive pneumococcal disease, age <5 years, Probable",,N,,NC,,N,,N,CALIFORNIA,,20220203489,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Invasive pneumococcal disease, all ages, Confirmed",,N,,NC,,N,,N,CALIFORNIA,,20220203559,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Invasive pneumococcal disease, all ages, Probable",,N,,NC,,N,,N,CALIFORNIA,,20220203629,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Legionellosis,2.0,-,14.0,-,2.0,-,11.0,-,CALIFORNIA,,20220203699,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Leptospirosis,,-,1.0,-,,-,,-,CALIFORNIA,,20220203769,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Listeriosis, Confirmed",,-,5.0,-,1.0,-,1.0,-,CALIFORNIA,,20220203839,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Listeriosis, Probable",,-,0.0,-,,-,,-,CALIFORNIA,,20220203909,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Malaria,,-,5.0,-,,-,1.0,-,CALIFORNIA,,20220203979,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Measles, Imported",,-,0.0,-,,-,,-,CALIFORNIA,,20220204049,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Measles, Indigenous",,-,0.0,-,,-,,-,CALIFORNIA,,20220204119,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Meningococcal disease, All serogroups",,-,1.0,-,1.0,-,1.0,-,CALIFORNIA,,20220204189,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Meningococcal disease, Other serogroups",,-,0.0,-,,-,,-,CALIFORNIA,,20220204259,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Meningococcal disease, Serogroup B",,-,0.0,-,,-,,-,CALIFORNIA,,20220204329,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Meningococcal disease, Serogroups ACWY",,-,0.0,-,,-,,-,CALIFORNIA,,20220204399,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,"Meningococcal disease, Unknown serogroup",,-,1.0,-,1.0,-,1.0,-,CALIFORNIA,,20220204469,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Mumps,,-,3.0,-,,-,,-,CALIFORNIA,,20220204539,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Novel Influenza A virus infections,,-,0.0,-,,-,,-,CALIFORNIA,,20220204609,POINT (-119.662127 37.211164)
CALIFORNIA,2022,2,Pertussis,,-,6.0,-,,-,1.0,-,CALIFORNIA,,20220204679,POINT (-119.662127 37.211164)
